Source,y_var,X_num1,X_num2,X_num3,X_num4,X_num5,X_cat1,X_cat2,X_cat3,X_cat4,X_cat5
study 36,B,-1.1056349675788746,0.7490234687007993,1.7338250742508114,4.181292818539597,1.829501686160404,A,A,B,B,B
study 89,A,-1.1797477193814165,1.7910619823350564,2.6157891089468603,2.696812379260742,4.771604249873757,B,A,B,A,B
study 21,A,-2.9356823533238985,1.0771562139381152,-0.5473536380859225,3.5156703931320905,7.42733894105274,A,B,A,B,B
study 36,A,-0.8310050745228694,-0.4618798035397944,4.067273985403109,4.891749710124336,5.481522512308866,A,B,A,C,B
study 10,A,1.0214848873158997,0.5051108955155725,4.840727511184189,2.866442519940261,3.997545144928334,B,B,A,B,A
study 101,B,1.2342817344113162,0.151518279443839,3.6815455612479893,3.492036236904731,6.622804273531785,B,B,B,C,B
study 73,A,1.3028493394426763,3.81267576202723,6.39638719190667,3.352969109621071,6.360835426811838,A,B,A,C,B
study 24,A,-0.16687821900107114,4.554240509013917,4.02314434139984,3.844289978298494,6.907368616984079,C,B,A,C,B
study 64,A,0.9725447739677658,0.35684981405812,4.71421445816634,4.364727571934863,6.0258466465140605,C,A,A,B,B
study 99,A,1.5958669138621793,2.819110269705667,4.8575442487651666,4.879841152160318,6.328853484666812,A,A,A,B,A
study 49,B,-0.9020533242517295,3.310274636704626,-1.1265200348784523,6.9063314529435065,6.096662796518846,B,B,A,A,B
study 99,A,1.1849936115858097,-0.23840317998979588,3.6355097981243447,0.0122853522186821,4.2837425788753585,A,B,B,A,B
study 112,A,1.9847218177526373,2.2414684207684994,0.9255975745248284,3.7489129911918373,2.544078890894607,A,B,B,B,A
study 36,A,0.2638418052656788,5.800274248019789,1.2286448226437918,1.9533458916367108,4.218296906310423,B,A,A,B,B
study 82,B,2.5933514955244044,3.0157202995364463,1.4895400922971276,3.4219449990236432,6.6574054655020305,C,B,A,B,B
study 113,A,0.29884848426254507,1.6320491880012042,2.5309262999739355,5.321300996041117,4.428483745858142,A,A,B,B,B
study 103,A,-0.2900912826846125,1.1597202121726866,3.9756899411065456,5.796688783213567,4.781811423338966,C,A,A,C,B
study 96,B,1.8352617678293806,-1.033692377081342,3.650984737510056,5.867071865227613,3.2513226002803326,C,A,B,C,B
study 24,A,4.049940654199685,2.705710484175098,2.981127925773604,5.852938772275635,4.1733656417611655,B,B,A,C,B
study 23,B,1.1280304283317135,4.921725180881473,4.084025161808942,3.7390973925693576,4.9863662498248615,A,B,B,B,B
study 62,B,1.95236170617058,0.7796843684031189,4.175229482388154,6.097795412060745,5.73884326678813,A,A,B,C,A
study 96,B,0.23692416835323393,-0.9033770192755917,3.663936283850018,6.395274691908764,4.3120085492365,C,A,A,C,A
study 37,B,-0.8624243296940415,1.0036637279701635,0.41324282088782116,4.208200681812265,4.207193861573451,C,A,B,A,B
study 12,B,1.2493984688511002,3.322399618967313,1.891000815964914,5.765854902351345,6.263263347723302,B,A,A,A,A
study 113,B,1.4865999576818667,1.357249992766872,3.039491750913973,4.061855527774868,5.487899789657336,C,B,B,C,B
study 55,B,0.4631333644282566,0.7692978606303678,4.100179324711627,6.115348773326318,5.673008697788224,B,A,A,C,A
study 13,B,1.9465847770322589,2.0287323725867883,1.0071305134140203,3.7575051439546634,7.292480879102556,A,B,A,C,B
study 23,A,0.018879985278519973,2.344551120751783,2.9829822153370795,3.0857192774602233,4.242388417384464,B,A,A,B,A
study 89,A,-0.3531293987776132,-0.08258521115754203,0.6515633154158218,2.320012854592575,4.926471244277548,C,B,B,A,B
study 99,A,2.5909643957292476,1.6740744545947646,4.538876978578917,3.739556450143524,5.82673966163472,A,A,A,A,A
study 105,A,2.598021439812446,1.2540985791164925,3.3635209175470866,4.126582291492454,3.6927389575129794,B,B,A,A,A
study 30,A,0.04848534124648218,1.038643476127876,0.980795946066086,2.5812210079360693,5.343574607378178,A,B,A,C,B
study 17,A,3.5782757356072326,0.4744449959128283,0.9709071932935602,3.6248373115065116,5.033294745888651,B,B,B,B,B
study 113,A,0.569339961204626,3.4118867821921963,3.5811478073763903,3.210176035868851,9.165949117353685,C,A,A,A,A
study 62,B,1.1271742969659382,1.033419606802958,5.062198371844748,2.3845366805042367,5.14980425249761,C,B,B,A,A
study 84,B,0.8730211872273582,-0.9924179287199277,1.3548212438259792,5.553826992330375,6.735409648346498,A,A,B,B,B
study 112,A,1.7856403261685196,2.3964467329631503,4.179906162924116,5.817855404658676,6.244914820770264,A,B,B,C,A
study 89,A,1.4071322407014137,3.0877992090097766,2.186643422958255,5.547149017438464,3.265157595288519,A,B,A,C,B
study 86,B,1.3869432423724868,0.8059759021761836,4.23479115403933,3.8737663140677507,2.67676424305895,B,A,A,A,A
study 13,A,-0.5293424475798292,1.1605059653240506,4.024786365547969,3.9664257919121915,5.370521908049441,C,B,B,A,A
study 59,B,-1.5328434751845266,1.026419419357441,3.2329497622236594,2.4052399663909747,6.886001993220432,A,B,A,B,B
study 19,A,2.713240042379293,1.4800199578548343,0.2484130405791256,4.621949342862007,5.431872229344761,A,A,A,A,B
study 49,A,0.18183100159038468,3.660275273284733,4.02177847518617,4.254447559278431,5.118277706025761,A,B,B,B,B
study 100,B,0.9264499398497829,1.8289112414414652,3.7530289064952975,8.26592109478852,4.573870020576125,B,B,B,A,A
study 12,A,1.4901983648346713,3.2593903185008077,3.6156446297917535,5.630653543023614,3.014058130105394,A,B,A,A,A
study 61,B,3.443514405023902,0.5467525526798707,3.293511094846467,4.472867389856281,3.5592189236164815,A,B,B,A,A
study 105,B,1.242036886963762,1.4244643706285236,1.681819667501838,3.9375860335100135,2.5665294667404535,B,A,A,C,B
study 19,A,0.407803655613854,3.43102072377096,4.624444156528667,5.501959805615838,3.345430101330123,B,B,B,B,A
study 76,B,0.2146834280697142,0.791591902360611,4.347209581224954,2.626391994429217,4.210987643855974,A,B,A,B,A
study 9,B,0.943964738137092,3.518204691362796,1.3868658347330023,5.7094567180210465,6.16402403227548,A,B,A,C,B
study 71,A,-0.3640471544609192,1.0574238635072928,4.971442515776627,2.3692847496440512,4.332399108806603,B,B,B,C,A
study 28,B,1.0433135847235153,1.5175062274123707,3.197504151953081,3.1577142141779024,5.383438678324577,C,B,A,C,A
study 78,A,0.9219704673129788,4.505243881023388,3.1937054297177587,1.242730750893311,5.202843816765022,B,B,A,B,B
study 95,B,3.4622904229662272,1.3462715342506528,2.7354669953719757,4.9211143345736374,5.7485732532244604,C,B,B,A,B
study 52,B,0.8745982921136184,2.218018704125952,2.8830099051224165,4.374893539394784,3.447777602724112,A,B,A,C,B
study 83,A,-1.8867322415732746,2.9246546337826045,5.056348782464655,3.1577754628509647,6.588790572685323,A,A,A,C,B
study 111,B,5.010266455594718,2.339762974508017,4.549612476897773,2.6062918135362723,2.8892345225696108,C,A,A,C,B
study 16,B,2.4352505967341456,2.382580023334365,4.517770625459122,6.0680833400501015,4.3282801964200885,B,A,B,A,B
study 117,B,4.123523116143377,1.9151903840273985,3.2768465288180675,3.7995940935952444,4.968641888335132,A,A,B,A,B
study 69,B,-0.7359799804767264,0.04664118647551563,4.333757585301594,2.849056938219136,6.140217272224621,C,B,B,C,B
study 99,B,0.6672598281155622,2.5224339951496377,1.7485303889391421,6.882899445427038,7.06896400332613,B,B,B,A,B
study 12,A,2.011601862241479,0.9012973144825185,3.8751644677471004,3.0144056212874313,6.152047280192585,C,A,B,C,A
study 25,B,1.8045870584266885,3.1636508261047647,2.769767952046549,5.7079256071806785,7.123874536183788,B,A,A,A,B
study 52,A,1.4604065610393275,4.058092135924529,-0.08970748111248383,2.2735141539841397,3.7562361057390428,B,A,A,B,B
study 85,A,-2.299416077750831,-0.7083358921255232,0.6208475117670549,3.4675806546895407,6.785555720106815,B,B,A,B,A
study 100,B,-1.568659186346471,4.060711741140657,2.00553182986617,4.75343683807358,6.527985094869951,B,B,B,A,B
study 53,A,3.276280163595808,1.3834133121994348,3.6227309765230653,3.913244575593962,1.4055874144615048,C,A,A,B,A
study 23,A,3.5429942993045342,1.8035761667232908,2.0068803174990464,4.365644532269579,4.669303634158585,C,A,B,B,A
study 16,A,0.8400230628454065,0.6314188212314154,2.113324893922937,3.191747730963993,5.903056135072673,C,A,A,B,B
study 57,A,3.0856412116095733,2.2827015935994153,4.144891382812263,1.6033057721506085,4.226879201831842,C,A,B,C,A
study 39,B,-0.534841649214947,2.1002223247661083,2.1674818208254694,6.198364576547066,3.371262241555645,C,A,A,A,B
study 109,A,-0.191639080203021,3.6153842379392755,4.996210863051616,3.2832574339388962,8.171262826912812,B,B,A,A,B
study 53,B,-0.6534204827947241,0.8879100850546142,4.747685609730202,4.433518683298508,5.16656022645636,A,A,B,A,A
study 42,A,-0.2748793185329692,4.491203602906863,3.0328219808569776,5.052936237448488,5.207608151231091,A,B,A,B,A
study 58,B,2.084044014283929,2.9970711294633343,4.130192177487493,4.46313730646709,3.036508827687401,C,A,A,C,A
study 39,A,-0.29352855959516666,2.1364534651631137,3.925860681534573,2.937113099592677,4.081458506305641,C,A,B,A,B
study 14,A,4.3596145598917975,1.7288234541567635,2.6315020860608946,5.739647442927658,3.6532390559421453,A,B,A,B,B
study 95,B,1.690105909521157,1.5401458292992247,4.29245199445822,4.770518762537304,6.6184628452089544,B,A,A,C,A
study 5,B,2.6267905697426324,1.6379843383902428,4.513353083085791,4.298160475517843,5.756950431389078,C,B,B,C,B
study 35,A,1.7349108742001098,2.2526029354032104,1.5713471538143997,4.263377205378834,4.144154460790205,B,B,B,A,B
study 87,A,2.8214044756889183,1.6865000589594015,3.230322957481112,6.523393516385585,5.840750357999322,A,A,B,A,A
study 93,A,-0.30199999930782084,1.039205815238769,3.2137557338642484,2.9049066711202762,4.619719781388384,A,A,B,B,A
study 107,A,3.170400307299335,2.2616889422550535,4.274429201176057,4.62288374255162,5.351736076967812,C,B,B,A,A
study 75,B,1.2114083283871553,0.7455678219119188,2.334212474325995,3.207055762599734,5.34464583077856,B,B,A,B,A
study 18,A,2.8138991664531083,2.4837003515026206,2.103359500835357,1.0955412904899955,5.6304008157193985,C,A,B,C,A
study 111,A,-1.1593460800642763,1.6653994467788877,3.2534994904667305,1.0558982127056789,5.449477885095119,A,B,B,C,A
study 76,A,1.2708748099125446,3.0450963638477657,4.77203883488036,2.47804543753493,5.631574476747363,B,A,A,C,A
study 9,A,1.217858075172498,3.4836113160432154,1.2009343268850994,3.0123352509815566,6.883712465728362,C,B,A,C,A
study 74,A,0.07114530253083773,3.483020840517108,1.4627907699943083,7.259424624041296,5.960844129610286,C,A,A,A,A
study 58,A,1.4696782446208962,2.477157584078939,2.2192426380441175,5.047582651459134,4.494647355911061,C,B,A,A,A
study 108,A,3.309410272002272,2.6522468311502676,2.4861343918776715,5.18251453128913,4.853070881022238,A,B,A,B,B
study 17,A,-0.044228538444681664,1.515873460822347,0.3516257963437277,3.044382240624466,6.8452558819956,C,A,B,B,B
study 102,B,2.4427815343074077,3.016459532725021,5.247292930372722,4.0919907542791725,5.168633682422322,B,B,A,B,A
study 7,A,-0.6911345842197623,3.185752040992585,2.804540112976332,7.459229477119322,4.438972373964351,C,B,B,B,B
study 46,B,4.1641668919636885,-0.3509937302867918,2.579843213730043,2.178373489333653,4.053292486804946,A,B,A,B,B
study 13,A,2.176900477655063,2.5675207934108957,5.433956307053126,4.6843581960509715,5.409557162249371,C,B,B,C,B
study 40,B,3.5876759983878586,4.052194711563301,4.076690242685719,6.416943650365394,3.7177147961816357,A,B,A,C,B
study 42,B,2.008090778640651,1.4655645580928234,2.1968671839999767,5.44891462820836,6.92719313575146,A,B,B,C,B
study 9,B,1.5859197665940425,1.1381795357991809,3.2469117679622332,6.70230942088785,3.4432724693643806,B,B,B,B,B
study 50,B,2.1893994107288774,1.370204808370521,2.937394301435282,4.319297884790693,7.217101588279132,B,A,B,C,A
study 27,A,0.7953288049687428,-0.25731398924369,5.172526285393915,4.905179537780646,4.572154526191326,C,B,B,C,A
study 66,A,-1.426750858337483,2.1889759316733657,2.7488636974746106,4.164661580185559,3.384893969558516,A,B,B,C,B
study 5,A,1.6710990197001885,2.044948160145877,0.8369106872126855,4.800018338709371,5.283763607848065,A,A,B,C,B
study 29,A,-0.13325500189963213,2.2955402493159514,0.1841638397920562,2.6271903815448656,3.570441262678566,B,B,B,A,A
study 37,A,-0.6524928730691033,2.623964931826703,5.2127420211100315,5.188522613415524,5.05155764154539,B,B,B,B,B
study 38,A,1.954439752657915,0.8030098967277852,1.8170779533560546,4.4413724691505845,4.133684702601002,C,A,B,B,B
study 83,B,0.5813372876504591,2.4097987985330658,4.005317483449965,4.093989049381821,6.417609901803637,A,B,B,A,B
study 8,A,2.5415566099085347,2.6647979898735947,3.107645146072578,6.619587456723782,5.205124414906448,B,B,A,C,B
study 112,B,-0.18341115313860534,1.2674124037744519,2.375017818182614,3.6019219013428385,3.2172487518881976,C,A,B,C,B
study 109,B,0.29375653522926026,2.6301769973779594,2.6102288744953115,5.8117330519306485,4.104445189360992,A,A,B,C,A
study 65,B,2.72544403945209,2.121059939580112,5.3750668222943,5.960917895649634,6.057420874389694,A,B,A,B,A
study 86,A,1.419763991496413,1.0532153458349296,0.8279048570353127,5.283316576878195,6.930638155685713,B,B,B,B,B
study 116,A,-1.2159920613592097,2.424183044725515,2.4203171538661117,2.552350493895131,4.932087788798475,C,A,B,B,A
study 17,A,1.3866413242901665,1.563933884970171,4.359848641025552,4.538617446014733,3.4334051571966446,B,B,A,B,B
study 71,A,3.221857822883205,3.0455979110215807,1.075282487330616,6.93771145169725,6.581054466276332,C,A,A,B,B
study 89,B,0.2821338330677994,1.6412504298964434,4.975924211666377,1.2721696979699444,6.050845512340063,A,A,B,A,B
study 45,A,1.8970865446793632,0.06535162735241018,4.338374573630438,3.7185122585556982,6.959809376453824,C,A,A,B,B
study 4,B,-0.27408037273385766,2.400480478291476,3.4076935276985054,5.7434627795023,5.43531367763196,C,B,B,C,B
study 36,A,0.7948250875458565,2.344104871747152,2.245264643588599,3.827019100318543,4.21910462630466,C,A,B,B,B
study 70,B,2.6347533046756504,0.37829433080350783,0.8826507672240642,5.214831725460809,5.775332728093369,C,A,B,A,B
study 31,B,1.3288475016324603,3.125804173152958,4.060568841201106,6.113786542898684,5.4894938351623725,C,A,A,C,B
study 19,A,2.933904794073454,3.0473312542032183,7.12296740172583,4.3480094247232035,4.137689462230948,B,B,B,A,B
study 61,A,1.6379536063417923,0.6950297112876371,3.218838803875287,4.763485781283311,5.297957875771109,C,B,B,C,A
study 108,A,4.328109515801263,1.0105605484101328,0.2609318839021486,4.137806400370302,4.70746116676693,C,B,A,B,B
study 54,A,-1.3473700538289042,1.7869885804557097,3.6862747351901213,4.446708822955475,6.11530676747552,A,A,B,A,A
study 39,A,0.6742099749085527,0.8617218034435432,4.290394457101793,7.153903652344406,5.738010365473152,C,B,B,C,A
study 91,A,-0.6268006899380771,2.9605957773675167,1.6232213521560943,3.9040772609790286,3.4226129100782154,A,B,B,B,B
study 74,A,-0.524373761687374,2.2234579239908148,2.0317321108659065,3.4702689430816287,3.271366130958514,B,A,B,C,A
study 90,A,-0.5107755407090595,0.35966428116764626,1.878932656880562,5.5626313435296435,4.86528323963967,B,A,B,A,B
study 19,A,1.2515887330768305,0.7662936307260648,2.202954199704467,2.7356165016373106,5.049228928068974,C,B,B,A,B
study 39,B,1.3394514022328008,3.781578765749602,2.741755328582931,3.077917814102139,6.14146516113774,B,B,A,A,B
study 67,A,1.6411838874926745,4.303343566873123,1.7086483372597456,3.0874820590710663,5.769955865842833,C,A,B,A,B
study 45,B,-0.6845908402168277,2.808093464078763,1.1462433879716625,3.6161882163129397,7.188028464819114,B,B,B,B,A
study 13,A,0.5136627715025643,1.6830871172745292,3.2615630785125256,3.6817008026949125,4.299209803586855,C,A,A,C,A
study 114,A,-0.44644195963455235,1.340055631390135,2.726006940204449,5.048649384498261,4.213570895859189,C,A,B,B,B
study 92,B,2.4038223344075735,2.8245491274665078,2.345637344824775,3.4864575471119847,3.560278991532434,A,B,B,A,A
study 58,A,-0.30540132527146024,2.11388080138923,3.1247845750822716,5.109195203852781,6.124110672162621,A,B,A,C,A
study 20,A,0.6794317720061778,-0.4151071711215648,0.7197364416623335,5.296271057262674,5.032628276023941,A,B,A,A,A
study 92,A,1.8404596619846585,3.5478019738022457,3.3948043844951403,3.0197332010004394,2.2195947245575307,A,B,A,B,B
study 72,A,0.07655698825365287,4.018704901044304,2.376467699565656,5.264059028047677,5.303248066561839,C,A,A,B,A
study 61,A,2.0408176674709804,3.105878799414797,3.3592342021691692,5.400127724437432,5.3989552517256065,B,B,A,B,A
study 105,A,3.3941196032997234,0.36258320805768784,3.5994736581284514,1.358595345053712,4.783479585878235,C,B,A,C,A
study 39,B,1.284567593088288,1.0447603254149904,4.696726917429267,4.4402214293109505,5.444982279437626,A,B,A,C,B
study 1,A,2.3524163718526108,-0.7865797920365667,3.154431625483367,3.2403878375486297,3.169646451161419,A,A,B,A,A
study 3,A,-2.110131333404574,4.3940727370933335,4.600078245081489,5.954597470498664,7.461547751150041,B,B,B,C,A
study 77,A,0.3564221097282241,1.464892155111458,2.5171302883048643,3.225090722089656,5.5703891391138844,A,B,B,C,B
study 92,B,1.2773512253934654,5.499933982474674,2.588733729953365,1.990775267033995,2.3394516753820667,C,A,A,B,A
study 62,A,-0.5794476176004602,4.932845046361667,2.863607740764487,3.9552747749967585,4.991154351004837,C,A,B,A,B
study 63,A,1.3114740031061376,0.6448603754465845,4.161187351017318,2.654541543851323,5.610080299478172,C,A,A,B,B
study 113,A,2.589910834088726,0.9375983908954799,3.94643861553437,5.274377896806833,3.330601887615427,C,A,B,A,B
study 25,B,-1.8193409420150326,2.69928551352068,3.202607819792691,2.787081251677319,5.800445418520157,C,A,B,A,B
study 56,A,-0.783609298705771,-0.6318131557994056,1.1583969875932176,3.9737403262175843,7.521388434512998,B,B,B,C,B
study 33,A,1.2772199061462781,1.3426113239321573,3.9195887636494886,6.318715640746246,4.033446409175706,C,A,B,B,B
study 38,A,1.6906295941600717,1.192761498189907,1.7078930478255436,5.647792933321204,5.642658043804916,A,A,A,C,A
study 117,B,2.107120562364476,4.776748912920063,1.6261539093004203,4.7167588049334235,5.312897898488296,A,A,A,C,B
study 6,A,1.1663342183316519,2.2415268282566836,1.2922723650934758,3.808633431171588,6.452434999718572,A,A,B,C,A
study 58,A,1.6922686075237134,1.5728495336942059,2.875246933796947,4.574344684316633,4.836737143063787,A,A,A,A,A
study 44,B,2.3552210628110215,1.0527729009720483,4.817586447706032,5.033475929087581,3.3999250604571962,B,A,A,B,B
study 45,B,0.37831284734451076,3.3410743959871914,1.5519591834296793,2.520096455176767,6.356273370462059,A,A,B,B,A
study 32,A,0.08712087099036858,1.2549337641043876,5.517863929761132,5.2770058658857595,3.4891091139197847,B,A,A,C,A
study 45,B,0.7472400535976975,1.92457553845625,4.364715333680358,2.3474589211643786,7.713292066839417,A,B,A,A,A
study 61,A,1.2992319134161199,1.0413147162920535,0.8030969051240637,4.858677902518415,5.841154023522751,B,B,A,B,B
study 47,A,0.012589835198022925,-0.2763056980230916,2.425837226732518,2.3396643931755383,4.101660895076952,B,B,A,B,A
study 21,A,0.409364025290182,0.5059473084460042,1.4396245995137922,6.944194365055921,6.662977418759387,B,A,B,C,A
study 80,B,1.5965526557609437,1.2470424389529597,3.9974331866035744,5.145012437405558,4.986216448953671,A,A,B,A,B
study 118,A,1.236626171544573,1.6051177546045563,1.517754978494386,1.6659620818210685,4.667891658508966,B,A,A,C,A
study 85,A,0.7219943157763626,1.6708641111147393,0.5683207844157305,3.9986100606547708,3.9786959358533527,C,B,B,B,A
study 75,A,-1.6116039650939737,1.8666204492218568,2.5114113348943676,3.2178669338730463,2.1827315007022436,C,A,B,A,A
study 101,B,0.9947380119871899,1.2669685547734864,4.754091110544387,3.040409605327954,5.906588855550241,A,A,B,C,B
study 36,A,-0.45500595126356425,4.023689522252609,2.71122566423617,4.220655289702627,2.5578098572735892,C,A,A,B,A
study 99,A,2.47462405780885,3.421976179785473,3.597665795035023,2.6080093754972524,3.8100585022229323,C,B,A,C,A
study 19,A,0.5369182700822386,1.7973360992137426,3.655846646320561,5.142198647476654,5.6492668307754155,C,B,B,C,B
study 20,A,-0.4943480843337804,2.3813874196114946,0.731586610888388,5.056981130499013,4.248985397756728,A,A,B,C,B
study 57,A,0.907685089179927,1.4418676378205675,1.650938809268019,4.527137162412978,5.235727806186422,A,B,A,A,B
study 18,B,2.9060493776382867,-2.265227938077663,3.009696280796396,3.9707432071887028,3.1794570290755204,C,A,B,B,A
study 47,A,1.9462237737169286,2.030739519389037,2.1639675245169174,4.989727428917473,4.4773109402931475,A,A,A,B,B
study 105,A,1.3298757259089011,2.458421541876824,5.5566818255912365,5.187078259116976,5.2450785574372825,B,B,B,B,B
study 49,B,-0.9891425885702845,-0.4189926370603412,1.1575164073786648,4.6823766051125215,3.5727912260964176,C,B,A,B,B
study 14,A,3.4324001496494825,2.749116603791904,1.6361098451507248,2.0321889652296434,7.529545216612882,A,B,A,A,A
study 15,A,0.06755923894614557,1.579134983082786,3.4358163892196187,2.81742082919649,4.043864130678909,A,B,A,C,B
study 31,B,2.4006758693085146,2.506900580951993,2.058159993325066,3.5979086177618314,7.067625182023858,C,A,A,B,B
study 1,A,0.5119556824728776,1.6244020289448713,-1.3377488984253105,1.786313653225454,4.7482916828803,A,A,B,A,B
study 117,A,2.256261808724859,3.8764317113402735,5.902021844120726,4.336004699997295,2.647286650877969,C,B,A,C,B
study 54,A,2.960311143812911,2.33934323087613,1.3885419206602694,6.116507810985425,3.294648787106521,A,B,B,A,B
study 118,A,1.9722059048612999,3.503624688008011,3.8413390840227084,5.877535550139388,5.26411893339707,B,A,A,A,A
study 3,A,2.1337824396399094,3.6270892132624173,1.1199132431637677,5.1094392160073125,6.549163628837636,C,A,A,B,A
study 16,A,0.8523415207665517,0.32066641086738423,1.705447639375515,5.091567900807332,7.654665698938045,B,A,B,B,B
study 87,A,0.3490507868907837,0.8914746949682784,0.5656004959781429,7.322943296445072,5.192328092889942,C,A,B,C,B
study 57,A,1.2074480346787153,2.677416024089384,1.8882098996053802,5.265795748267543,3.234134378758128,A,B,B,C,B
study 75,B,0.4901282413461746,1.4516940743627416,2.033577273827176,5.38845353018252,5.417727620817118,B,B,A,B,A
study 12,B,4.7008055662187385,1.6420898461155562,2.801151483982655,1.841627958495768,3.7621779899597705,A,B,A,A,A
study 74,A,-0.4885374297357705,3.9298472332559147,2.441146736435326,5.999228191534402,5.588287431791828,C,A,B,B,A
study 96,A,2.5031278248856137,1.5344504327118949,0.8377202595542581,4.597746025458344,3.5877881713916757,C,A,A,C,A
study 16,B,1.7757952518085203,0.5466059776271264,2.21415025748411,3.8803234818509837,1.8656446442452816,C,B,B,A,B
study 72,A,1.3448083121859067,0.7492999975466081,5.170516000162211,3.508542813897642,6.975283489429848,C,B,A,A,B
study 102,A,3.2198291498707605,5.273534751789052,4.992585818117719,3.177106844996133,4.660374902982108,C,B,A,A,B
study 76,B,1.4475661789017686,1.7326707794221445,3.683530543372035,5.885165317541343,5.074490500724872,B,A,A,B,B
study 24,A,0.047639620386377146,-0.04637163282686574,3.99464887011026,3.957461606113939,6.495052061359282,C,B,B,B,A
study 28,B,1.4375955658801118,-0.6541878929748917,6.091234201703019,3.232482161694628,7.818270063997182,A,A,A,C,B
study 117,B,0.725232596642157,1.0630450359888297,3.8568714893827463,2.842679792904828,6.080120978223436,B,B,B,A,A
study 8,A,1.754927003224973,1.705216820858925,3.966284790806326,4.2558981916942855,5.1545024243054165,A,B,B,A,A
study 92,A,2.219610447444248,3.423760559641509,0.6531254608296861,3.4605854436733257,5.69430931416986,C,B,A,B,B
study 36,A,-0.2886319135461042,3.2785177496926505,1.3310541581427922,3.1183666712505174,4.557825435070044,A,A,B,C,A
study 90,B,2.7930041770042235,1.9904803683907473,2.9509645244981955,1.9267660460867946,5.054171567734459,B,A,B,C,A
study 8,B,0.6176502326973113,1.3187471207606165,1.7888366623886292,5.439036039256746,5.217295456788776,B,A,A,A,B
study 58,B,1.6654208840232676,2.509402780132535,1.5030670694652422,3.7929650868253506,3.8200621147953,B,A,B,B,A
study 60,A,1.9255452554810444,-0.6231191142045818,1.676311427651627,2.3721420144639693,5.031760380316816,A,A,B,A,A
study 50,B,1.5510830359459455,4.971621340893826,0.8646440367283086,3.593145788000675,5.550652778755895,B,A,A,B,B
study 28,B,0.8363372235211464,2.9811583937849164,1.8129232708769227,4.823698083948426,5.775525346363325,A,B,A,C,A
study 92,B,0.267103627011004,3.3004853295924086,3.509153332216348,4.0432613074049675,5.655985673643972,C,A,A,A,A
study 101,B,0.596508239044988,0.38876992718508396,5.694485889727027,4.286490621655915,2.991462172888439,C,B,B,A,B
study 41,B,3.347757898793316,3.923972961944894,4.195473274070428,4.063822386985464,6.843888413899485,A,A,B,A,A
study 100,B,-0.2987996556935886,1.3099742584605572,3.954233227559153,2.0847163353383786,6.719421841180724,B,B,A,C,B
study 64,A,-0.0788650069444492,0.5711628157721549,0.5646999234023911,5.422762814895297,4.855777387671816,A,B,B,A,A
study 27,A,-0.14472323471557136,1.9412414440906707,3.1789450575330256,1.4376307594271012,5.683263042658151,A,A,A,C,A
study 118,A,1.2036308198764976,1.906167371017439,2.8995601450542905,4.6923048619171634,4.675169349337238,A,B,A,B,B
study 63,B,-1.2870581749817087,0.38219439123200494,3.4361116454267684,4.923356382243167,6.1279364942172,C,A,A,C,B
study 17,A,-1.03033978420159,0.657593969687952,2.458968795783811,3.6702344443312263,3.7785922307999456,A,A,B,B,A
study 73,B,0.6085677505611129,0.5401523370079246,5.493115111522003,4.530133785708335,7.013690892936387,C,A,B,C,B
study 33,B,-0.9316631679473566,0.554427398214763,3.079163274446734,3.584296796139669,6.053311417726936,A,A,A,C,A
study 117,B,-0.8094069639242025,1.4178531393505995,3.225335032405309,4.548242804636672,6.088150687353336,C,B,A,A,B
study 84,A,-0.9204026140444088,-0.08347770425868672,0.05633966272972435,5.489383815278357,4.842420685361274,A,A,B,C,A
study 77,A,-0.2699175636999933,0.9629382538790963,2.8399864770835186,2.8118103604219957,2.8810722426009603,A,B,A,A,A
study 92,A,2.0968697600056094,3.567701822576404,4.723889025045952,5.010947288428454,6.3259020501811545,B,B,B,B,A
study 112,B,2.4335619341816237,3.2349641781562757,3.833363412211553,6.538597003582167,2.9306579976461746,B,B,A,B,A
study 29,B,3.878501339827909,0.42518113866086793,-0.2333864096146625,4.3968478938015405,6.343958990336818,A,A,A,A,A
study 13,B,3.8235427877702177,3.4373073759413506,2.3254873902806636,3.2453436633678816,3.841809174751665,A,B,B,B,B
study 46,A,2.1794690648206703,-0.9496589037040737,5.597849201044505,7.3948492586283034,2.6194270189540942,A,A,B,C,B
study 35,B,2.5415165122015475,5.64371648301823,2.7740389195777135,4.133059358567136,5.001499555570296,A,B,B,A,A
study 6,B,1.1966531360288772,3.950469788203389,3.483623974066691,4.347294855704316,6.77420082580761,B,A,B,A,A
study 82,A,1.7797972780184037,1.1604021317898396,5.4285139309309525,4.37856131430041,3.55159437737197,C,A,B,A,B
study 115,B,3.9154045722747552,2.573639842602665,2.768078787679641,4.671794991398921,7.39855193659224,A,A,A,B,B
study 69,A,1.5568193020852454,-0.1013789921636934,4.186544789936855,3.491687581826522,5.985110815746012,B,A,A,B,B
study 47,A,2.7298578678178593,2.09066418488872,3.6170938157375416,4.284986291056256,5.235139283548815,A,B,B,C,B
study 25,B,-0.4015274128677666,1.7245054512462996,3.937723295265588,5.4282756151551546,4.346563615641331,A,B,B,C,B
study 66,A,0.000641913612658751,0.7478549159114065,3.568823485250205,3.439898468147866,4.451153972307784,C,A,A,A,A
